chulNo,hrSex,hrAge,hrWeight,hrWeightVariation,rcType,rcClass,rcDist,rcHrUnit,chaksunT,chaksunY,chaksun_6m,hrOrd1CntT,hrOrd1CntY,hrOrd2CntT,hrOrd2CntY,hrRcCntT,hrRcCntY,hrWgBudam,track,weather,meanTemperature ,minimumTemperature,miTime,maximumTemperature ,maxTime,dailyPrecipitation,maxWindspeed,meanWindspeed,maxWindspeedDirection,jkAge,jkWgOther,jkWgPart,jkRcCntT,jkOrd1CntT,jkOrd2CntT,jkRcCntY,jkOrd1CntY,jkOrd2CntY,trAge,trRcCntT,trOrd1CntT,trOrd2CntT,trRcCntY,trOrd1CntY,trOrd2CntY,rcResult
11,stallion,4,498,-11,general,G2,2000,13,189960000,98980000,72800000,3,1,4,1,25,11,52.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,23,51,52,776,102,97,274,33,32,56,"10,121",785,902,368,10,21,fail
12,stallion,5,509,7,general,G2,2000,13,0,0,0,0,0,0,0,2,2,51,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,49,49,438,34,40,374,29,38,58,"3,568",248,297,358,24,22,fail
13,stallion,4,498,7,general,G2,2000,13,154295000,17850000,0,3,0,3,1,18,7,51,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,24,49,49,577,23,44,123,5,4,51,"1,095",87,95,148,15,13,fail
1,mare,5,500,13,general,G1,1400,12,337778000,85000000,6600000,6,1,7,1,20,6,55.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,53,53,150,21,10,150,21,10,57,"5,017",671,555,276,31,38,pass
2,stallion,6,479,-2,general,G1,1400,12,255673000,83140000,23100000,3,1,7,2,33,7,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,36,52,52,2692,156,216,286,12,24,46,"1,580",145,157,425,48,37,fail
3,gelding,7,518,1,general,G1,1400,12,400205000,37480000,0,5,0,5,0,43,8,54,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,52,53,1760,139,163,384,41,51,49,305,28,21,187,16,13,fail
4,gelding,4,454,0,general,G1,1400,12,399390000,332040000,172100000,8,5,2,2,14,9,56,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,49,51,51,12927,1961,1785,667,79,65,35,929,154,78,269,50,26,pass
5,stallion,5,478,-11,general,G1,1400,12,214925000,54900000,54900000,3,1,4,0,23,4,55,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,53,53,5896,1181,888,645,172,126,58,"3,568",248,297,358,24,22,fail
6,gelding,5,430,-1,general,G1,1400,12,358240000,130750000,4400000,7,2,2,0,25,8,53.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,40,53,53,2212,248,248,305,50,40,52,853,79,94,200,31,23,fail
7,gelding,6,508,14,general,G1,1400,12,413132000,43400000,15400000,6,0,3,0,31,7,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,29,52,52,2296,175,174,549,53,54,55,"5,046",379,417,214,8,17,fail
8,stallion,4,477,-3,general,G1,1400,12,398145000,119200000,0,5,2,4,0,18,6,55.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,32,52,52,2582,229,234,303,26,29,54,"3,573",313,333,270,21,20,fail
9,stallion,4,495,-7,general,G1,1400,12,254030000,180620000,167600000,5,3,2,1,22,10,55.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,23,51,52,776,102,97,274,33,32,59,"8,531",736,785,309,33,30,fail
10,gelding,6,468,-3,general,G1,1400,12,301201000,102700000,102700000,4,1,4,0,36,10,55,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,52,52,2012,279,266,680,94,104,54,"3,573",313,333,270,21,20,pass
11,gelding,7,474,6,general,G1,1400,12,225345000,13880000,8000000,2,0,7,0,46,12,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,51,51,2151,160,165,498,44,35,58,"3,568",248,297,358,24,22,fail
12,stallion,7,529,4,general,G1,1400,12,0,0,0,0,0,0,0,4,4,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,48,52,52,7128,509,580,415,19,16,54,"3,229",329,278,197,12,13,fail
1,mare,4,438,-9,general,KG5,1400,14,28160000,26360000,3200000,1,1,0,0,17,10,52.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,51,51,1304,92,93,508,30,30,47,"2,616",300,267,415,46,43,fail
2,mare,4,432,7,general,KG5,1400,14,18000000,8700000,0,0,0,2,1,22,12,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,48,52,52,7128,509,580,415,19,16,55,"5,046",379,417,214,8,17,fail
3,mare,3,500,0,general,KG5,1400,14,50550000,50550000,46950000,1,1,3,3,8,8,56.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,52,53,1760,139,163,384,41,51,52,"1,732",178,138,287,26,23,fail
4,mare,3,419,-5,general,KG5,1400,14,21400000,21400000,21400000,1,1,1,1,4,4,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,29,52,52,2296,175,174,549,53,54,50,"2,843",257,308,354,42,63,pass
5,stallion,3,478,-3,general,KG5,1400,14,27800000,26600000,3200000,0,0,2,2,15,14,51,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,21,49,49,30,1,2,30,1,2,60,"9,616",865,935,292,25,32,fail
6,mare,3,471,-3,general,KG5,1400,14,12900000,12900000,12900000,0,0,2,2,8,8,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,53,53,5896,1181,888,645,172,126,51,927,97,75,218,20,17,pass
7,mare,4,451,-7,general,KG5,1400,14,18880000,5680000,0,0,0,0,0,20,13,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,41,53,53,3068,249,258,107,8,3,46,"4,043",267,344,214,13,15,fail
8,gelding,3,481,4,general,KG5,1400,14,25200000,25200000,0,1,1,1,1,10,10,53,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,52,52,1328,81,113,285,12,20,60,"9,616",865,935,292,25,32,fail
9,stallion,3,494,-4,general,KG5,1400,14,12900000,12900000,12900000,0,0,2,2,4,4,53.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,53,53,150,21,10,150,21,10,57,"5,017",671,555,276,31,38,fail
10,gelding,3,464,-16,general,KG5,1400,14,14000000,14000000,10500000,0,0,2,2,8,8,52.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,40,53,53,2212,248,248,305,50,40,52,"3,077",317,298,236,24,20,fail
11,mare,2,473,6,general,KG5,1400,14,15250000,15250000,15250000,1,1,0,0,2,2,52.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,37,53,53,4684,584,578,397,59,62,48,"2,841",204,242,253,14,22,pass
12,gelding,5,434,4,general,KG5,1400,14,44260000,27160000,15200000,0,0,1,0,44,23,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,36,52,52,2933,111,134,184,1,2,56,"3,265",250,259,358,15,17,fail
13,stallion,3,452,1,general,KG5,1400,14,42600000,42600000,27600000,1,1,2,2,12,11,56,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,49,51,51,12927,1961,1785,667,79,65,54,"3,573",313,333,270,21,20,fail
14,stallion,4,441,7,general,KG5,1400,14,30280000,17980000,0,1,1,1,0,19,10,53,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,41,48,50,2165,58,71,45,1,1,63,"8,592",1146,985,198,19,21,fail
1,stallion,3,487,0,general,MG4,1200,14,5500000,5500000,5500000,0,0,0,0,5,5,52.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,51,51,1304,92,93,508,30,30,54,"4,258",355,380,278,13,16,pass
2,stallion,2,462,-7,general,MG4,1200,14,0,0,0,0,0,0,0,1,1,53,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,37,52,52,2119,77,122,119,3,3,53,"3,232",263,280,167,23,17,fail
3,mare,3,446,-9,general,MG4,1200,14,36970000,36970000,32450000,1,1,0,0,8,8,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,51,51,890,49,49,302,16,17,46,"1,580",145,157,425,48,37,fail
4,gelding,4,461,5,general,MG4,1200,14,36750000,20750000,13750000,0,0,1,1,13,7,56.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,48,52,52,7128,509,580,415,19,16,52,"1,481",121,127,191,11,10,fail
5,mare,3,435,1,general,MG4,1200,14,14850000,14850000,14850000,0,0,1,1,8,8,52.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,52,52,50,4,3,50,4,3,59,"7,861",689,697,176,6,8,fail
6,gelding,4,533,7,general,MG4,1200,14,11000000,11000000,11000000,0,0,0,0,11,8,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,40,53,53,2212,248,248,305,50,40,40,703,64,61,274,29,27,fail
7,stallion,4,472,5,general,MG4,1200,14,26700000,23700000,16500000,0,0,0,0,23,11,55,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,35,53,53,2333,164,195,178,17,18,58,"6,986",643,710,242,26,27,fail
8,stallion,3,490,-1,general,MG4,1200,14,23650000,23650000,23650000,0,0,1,1,9,9,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,49,51,51,12927,1961,1785,667,79,65,51,927,97,75,218,20,17,fail
9,stallion,2,486,-7,general,MG4,1200,14,0,0,0,0,0,0,0,1,1,53,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,52,52,2012,279,266,680,94,104,48,"2,541",206,210,266,17,17,pass
10,stallion,3,430,1,general,MG4,1200,14,0,0,0,0,0,0,0,2,2,53,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,52,53,1760,139,163,384,41,51,55,"5,731",698,653,387,47,40,fail
11,stallion,2,485,2,general,MG4,1200,14,0,0,0,0,0,0,0,1,1,53,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,52,52,1320,106,94,374,34,32,44,363,41,30,219,31,14,fail
12,stallion,3,509,10,general,MG4,1200,14,42800000,42800000,19250000,0,0,2,2,7,7,57,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,53,53,5896,1181,888,645,172,126,47,"2,616",300,267,415,46,43,fail
13,gelding,4,480,1,general,MG4,1200,14,42500000,25000000,22000000,0,0,1,0,15,8,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,49,49,438,34,40,374,29,38,58,"3,568",248,297,358,24,22,fail
14,stallion,3,496,-2,general,MG4,1200,14,12100000,12100000,9900000,0,0,0,0,6,6,53.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,49,49,384,45,32,110,11,10,56,"7,378",683,692,241,22,19,pass
1,mare,5,479,5,general,KG3,1400,12,75240000,27500000,0,2,1,1,0,27,9,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,36,52,52,2692,156,216,286,12,24,51,481,33,34,129,5,5,fail
2,mare,4,456,-3,general,KG3,1400,12,92580000,27500000,0,3,1,1,0,15,7,51,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,21,49,49,30,1,2,30,1,2,48,"2,841",204,242,253,14,22,fail
3,stallion,4,488,-8,general,KG3,1400,12,124450000,50820000,48300000,3,1,3,0,14,5,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,23,52,52,431,32,25,103,2,3,47,"2,616",300,267,415,46,43,fail
4,stallion,4,473,-14,general,KG3,1400,12,100900000,62250000,2800000,3,1,2,2,12,7,55.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,23,51,52,776,102,97,274,33,32,35,929,154,78,269,50,26,fail
5,mare,4,468,-2,general,KG3,1400,12,153785000,101535000,79800000,4,2,2,2,17,9,56.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,26,51,51,890,49,49,302,16,17,55,"5,731",698,653,387,47,40,fail
6,mare,4,437,-19,general,KG3,1400,12,93270000,59280000,7000000,2,1,4,2,18,11,51.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,29,52,52,2296,175,174,549,53,54,52,"2,163",194,173,224,13,13,fail
7,gelding,4,496,5,general,KG3,1400,12,71395000,32225000,2800000,2,1,2,0,15,6,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,52,52,1320,106,94,374,34,32,48,"3,867",291,302,182,7,6,pass
8,stallion,4,473,-6,general,KG3,1400,12,113570000,47000000,16800000,3,0,0,0,14,8,55,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,48,54,54,6220,661,695,192,15,19,55,"7,170",575,628,197,25,18,pass
9,stallion,3,511,-5,general,KG3,1400,12,133600000,133600000,78550000,4,4,1,1,11,11,54.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,28,52,52,1328,81,113,285,12,20,48,"1,919",178,172,234,19,14,pass
10,stallion,4,526,-19,general,KG3,1400,12,112970000,46520000,17500000,3,1,3,1,11,5,55,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,37,53,53,4684,584,578,397,59,62,49,"1,303",153,143,293,46,42,fail
11,mare,4,440,-1,general,KG3,1400,12,169550000,153370000,113700000,4,4,4,3,13,9,55.5,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,34,53,53,5896,1181,888,645,172,126,54,"3,229",329,278,197,12,13,fail
12,gelding,5,482,-3,general,KG3,1400,12,121460000,103480000,91100000,3,2,3,3,16,12,52,bad,cloudy,21.8,19.1,1024,24.4,1522,16.5,8.8,1.2,180,36,53,53,5337,652,612,387,53,53,63,"8,592",1146,985,198,19,21,fail
1,mare,3,420,5,general,KG6,1200,8,0,0,0,0,0,0,0,10,10,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,29,52,52,2296,175,174,549,53,54,47,860,58,64,168,7,9,fail
2,mare,3,459,9,general,KG6,1200,8,1000000,1000000,1000000,0,0,0,0,9,9,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,51,51,1304,92,93,508,30,30,54,"4,258",355,380,278,13,16,fail
3,mare,3,404,-7,general,KG6,1200,8,0,0,0,0,0,0,0,0,0,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,31,53,53,1702,71,111,99,3,6,56,"10,121",785,902,368,10,21,fail
4,mare,2,476,-9,general,KG6,1200,8,0,0,0,0,0,0,0,0,0,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,48,52,52,7128,509,580,415,19,16,52,"2,163",194,173,224,13,13,pass
5,mare,3,426,-20,general,KG6,1200,8,0,0,0,0,0,0,0,0,0,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,52,52,1320,106,94,374,34,32,51,481,33,34,129,5,5,fail
6,mare,3,450,6,general,KG6,1200,8,10850000,10850000,10850000,0,0,1,1,9,9,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,26,52,52,2012,279,266,680,94,104,50,"2,843",257,308,354,42,63,pass
7,mare,3,420,4,general,KG6,1200,8,2400000,2400000,2400000,0,0,0,0,7,7,50,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,23,50,50,37,1,1,37,1,1,52,"1,732",178,138,287,26,23,fail
8,mare,3,454,-4,general,KG6,1200,8,1000000,1000000,1000000,0,0,0,0,2,2,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,49,51,51,12927,1961,1785,667,79,65,52,"1,481",121,127,191,11,10,pass
9,mare,2,439,5,general,KG6,1200,8,0,0,0,0,0,0,0,1,1,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,26,52,53,1760,139,163,384,41,51,55,"5,731",698,653,387,47,40,fail
1,mare,3,510,-6,general,KG6,1200,12,1000000,1000000,1000000,0,0,0,0,6,6,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,39,52,52,1048,35,44,35,0,1,55,"5,046",379,417,214,8,17,pass
2,gelding,4,459,5,general,KG6,1200,12,2500000,2500000,2500000,0,0,0,0,7,7,56,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,52,52,50,4,3,50,4,3,44,363,41,30,219,31,14,pass
3,mare,3,480,0,general,KG6,1200,12,0,0,0,0,0,0,0,3,3,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,29,52,52,2296,175,174,549,53,54,50,"2,843",257,308,354,42,63,fail
4,gelding,3,456,-3,general,KG6,1200,12,3500000,3500000,3500000,0,0,0,0,8,8,54,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,49,49,438,34,40,374,29,38,37,638,54,70,269,25,38,fail
5,mare,3,464,5,general,KG6,1200,12,0,0,0,0,0,0,0,5,5,50,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,23,50,50,37,1,1,37,1,1,56,"7,378",683,692,241,22,19,fail
6,gelding,3,454,7,general,KG6,1200,12,0,0,0,0,0,0,0,3,3,55,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,40,52,52,4115,230,274,156,1,7,52,"1,481",121,127,191,11,10,fail
7,mare,3,475,-13,general,KG6,1200,12,0,0,0,0,0,0,0,2,2,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,26,50,50,857,43,41,235,8,3,51,481,33,34,129,5,5,fail
8,mare,3,432,5,general,KG6,1200,12,1500000,1500000,1500000,0,0,0,0,6,6,50,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,21,49,49,30,1,2,30,1,2,47,860,58,64,168,7,9,pass
9,mare,3,478,-17,general,KG6,1200,12,0,0,0,0,0,0,0,0,0,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,52,52,1320,106,94,374,34,32,51,481,33,34,129,5,5,fail
10,mare,5,489,-3,general,KG6,1200,12,9900000,5700000,1500000,0,0,0,0,18,12,52,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,24,49,49,577,23,44,123,5,4,50,"2,010",149,139,140,5,4,fail
11,stallion,3,450,14,general,KG6,1200,12,3500000,3500000,3500000,0,0,0,0,3,3,55,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,51,51,1304,92,93,508,30,30,54,"4,258",355,380,278,13,16,fail
12,mare,4,461,7,general,KG6,1200,12,13650000,13650000,5250000,0,0,1,1,22,14,54,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,32,52,52,2582,229,234,303,26,29,40,703,64,61,274,29,27,fail
1,gelding,5,458,0,general,KG5,1300,14,29150000,24950000,23750000,1,1,0,0,17,14,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,34,53,53,5896,1181,888,645,172,126,52,"1,481",121,127,191,11,10,fail
2,mare,2,499,10,general,KG5,1300,14,13750000,13750000,13750000,1,1,0,0,1,1,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,34,49,49,384,45,32,110,11,10,48,"2,541",206,210,266,17,17,pass
3,stallion,3,477,4,general,KG5,1300,14,19000000,19000000,19000000,1,1,1,1,6,6,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,22,49,49,48,5,5,48,5,5,45,960,119,95,274,32,25,fail
4,stallion,3,478,5,general,KG5,1300,14,24950000,24950000,8000000,0,0,2,2,10,10,52,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,52,52,50,4,3,50,4,3,48,"2,841",204,242,253,14,22,fail
5,stallion,4,459,-5,general,KG5,1300,14,44120000,36920000,18400000,0,0,4,4,17,12,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,23,50,50,37,1,1,37,1,1,39,414,30,32,221,22,20,fail
6,mare,3,471,-6,general,KG5,1300,14,50350000,50350000,42950000,1,1,3,3,8,8,55,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,49,49,438,34,40,374,29,38,37,638,54,70,269,25,38,pass
7,mare,4,462,1,general,KG5,1300,14,40200000,36000000,36000000,1,1,1,1,8,5,53.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,51,51,1304,92,93,508,30,30,55,"7,170",575,628,197,25,18,fail
8,stallion,4,449,-6,general,KG5,1300,14,24250000,21850000,14750000,1,1,0,0,16,11,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,24,49,49,577,23,44,123,5,4,56,"3,265",250,259,358,15,17,fail
9,stallion,3,449,0,general,KG5,1300,14,38850000,38850000,30600000,1,1,1,1,12,11,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,27,51,51,2151,160,165,498,44,35,56,"7,378",683,692,241,22,19,pass
10,stallion,3,487,7,general,KG5,1300,14,19350000,19350000,19350000,1,1,0,0,5,5,52.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,34,53,53,150,21,10,150,21,10,46,"1,580",145,157,425,48,37,fail
11,stallion,3,476,4,general,KG5,1300,14,29500000,29500000,18900000,0,0,3,3,12,12,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,23,51,52,776,102,97,274,33,32,56,"10,121",785,902,368,10,21,fail
12,stallion,3,488,-10,general,KG5,1300,14,30050000,30050000,23750000,1,1,2,2,6,6,54.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,37,53,53,4684,584,578,397,59,62,49,"1,303",153,143,293,46,42,fail
13,stallion,4,486,4,general,KG5,1300,14,52960000,21200000,21200000,1,0,1,1,16,7,53.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,52,52,1328,81,113,285,12,20,60,"6,530",522,569,192,7,13,fail
14,gelding,3,474,-4,general,KG5,1300,14,19650000,19650000,19650000,1,1,0,0,9,9,52.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,49,51,51,12927,1961,1785,667,79,65,52,"1,732",178,138,287,26,23,fail
1,mare,3,450,-1,general,KG5,1200,14,46900000,46900000,45400000,1,1,2,2,8,8,55.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,36,52,52,2692,156,216,286,12,24,37,638,54,70,269,25,38,fail
2,mare,3,469,-1,general,KG5,1200,14,32350000,32350000,32350000,1,1,1,1,8,8,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,23,51,52,776,102,97,274,33,32,59,"8,531",736,785,309,33,30,pass
3,mare,3,482,-8,general,KG5,1200,14,44800000,44800000,39550000,1,1,3,3,7,7,54,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,26,52,52,2012,279,266,680,94,104,60,"6,530",522,569,192,7,13,fail
4,mare,3,452,-1,general,KG5,1200,14,27250000,27250000,27250000,1,1,1,1,5,5,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,22,49,49,48,5,5,48,5,5,49,455,75,55,214,38,28,fail
5,mare,4,420,-11,general,KG5,1200,14,22720000,22720000,4000000,1,1,0,0,14,12,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,34,49,49,384,45,32,110,11,10,56,"7,378",683,692,241,22,19,pass
6,mare,4,486,6,general,KG5,1200,14,30160000,17560000,7200000,1,0,0,0,19,11,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,27,51,51,2151,160,165,498,44,35,46,"1,580",145,157,425,48,37,fail
7,mare,4,466,-5,general,KG5,1200,14,17480000,17480000,8500000,0,0,1,1,18,11,52,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,48,52,52,7128,509,580,415,19,16,55,"5,046",379,417,214,8,17,fail
8,mare,3,466,-1,general,KG5,1200,14,13750000,13750000,0,1,1,0,0,9,9,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,28,51,51,1304,92,93,508,30,30,52,"1,481",121,127,191,11,10,fail
9,mare,3,451,-4,general,KG5,1200,14,72670000,70870000,38400000,1,1,5,5,12,10,57,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,34,53,53,5896,1181,888,645,172,126,55,"2,009",213,180,214,10,20,fail
10,mare,3,444,-6,general,KG5,1200,14,36050000,36050000,19250000,0,0,3,3,10,10,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,49,51,51,12927,1961,1785,667,79,65,50,"2,843",257,308,354,42,63,fail
11,mare,4,409,-3,general,KG5,1200,14,23680000,11080000,9600000,0,0,2,0,17,12,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,40,52,52,4115,230,274,156,1,7,56,"10,121",785,902,368,10,21,fail
12,mare,3,418,3,general,KG5,1200,14,52200000,52200000,36400000,1,1,1,1,12,12,52,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,26,51,51,890,49,49,302,16,17,55,"5,731",698,653,387,47,40,fail
13,mare,3,440,-3,general,KG5,1200,14,19150000,19150000,19150000,0,0,2,2,13,12,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,21,49,49,30,1,2,30,1,2,48,"2,841",204,242,253,14,22,pass
14,mare,4,438,-2,general,KG5,1200,14,47600000,47600000,24800000,1,1,3,3,13,13,54.5,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,35,53,53,2243,136,152,191,9,10,39,414,30,32,221,22,20,fail
1,gelding,2,487,-1,general,MG4,1000,12,0,0,0,0,0,0,0,2,2,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,34,49,49,384,45,32,110,11,10,38,555,29,33,251,14,14,fail
2,gelding,2,482,-6,general,MG4,1000,12,0,0,0,0,0,0,0,0,0,51,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,22,49,49,48,5,5,48,5,5,45,960,119,95,274,32,25,fail
3,mare,2,406,-4,general,MG4,1000,12,0,0,0,0,0,0,0,0,0,53,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,38,48,48,928,25,50,90,0,3,55,"7,170",575,628,197,25,18,fail
4,stallion,2,478,-7,general,MG4,1000,12,0,0,0,0,0,0,0,0,0,54,Saturation,cloudy,21.4,16.6,2348,26,1302,0,7.7,2.6,28.1,32,52,52,2582,229,234,303,26,29,35,929,154,78,269,50,26,pass
